Category,Username,IP Address,Timestamp,Details
Privilege Escalation,gbarthelet1y,216.97.254.32,2026-03-11T03:17:35Z,Msg: chmod command failed
Privilege Escalation,rbradman1z,131.240.211.105,2026-03-16T05:15:06Z,Msg: Granted sudo privileges
Privilege Escalation,gscotti20,122.167.220.85,2026-03-14T14:28:47Z,Msg: chown command failed
Privilege Escalation,mfairfoull21,195.169.120.69,2026-03-12T23:54:25Z,Msg: Logged in as root
Privilege Escalation,cseawright22,52.83.125.41,2026-03-13T18:01:19Z,Msg: chown command failed
Privilege Escalation,sdeathe23,136.52.247.41,2026-03-16T16:10:44Z,Msg: Granted sudo privileges
Privilege Escalation,adeverson24,37.245.29.204,2026-03-13T18:32:26Z,Msg: chmod command failed
Privilege Escalation,root,235.240.89.72,2026-03-12T21:54:34Z,Msg: User added to administrators group
Privilege Escalation,ppurver26,232.89.201.111,2026-03-10T16:45:10Z,Msg: chown command failed
Privilege Escalation,dmatisoff27,48.62.183.191,2026-03-12T10:28:12Z,Msg: User added to administrators group
Privilege Escalation,sbuckbee28,19.87.183.229,2026-03-16T17:55:32Z,Msg: chown command failed
Privilege Escalation,root,129.16.101.108,2026-03-10T16:06:52Z,Msg: chmod command failed
Privilege Escalation,lgremane2a,168.122.146.184,2026-03-13T02:21:00Z,Msg: Granted sudo privileges
Privilege Escalation,dblenkensop2b,220.10.116.198,2026-03-15T01:58:46Z,Msg: chmod command failed
Privilege Escalation,ssemens2c,106.73.155.132,2026-03-16T14:05:04Z,Msg: Logged in as root
Privilege Escalation,bmcniven2d,69.183.67.77,2026-03-12T08:25:02Z,Msg: Granted sudo privileges
Privilege Escalation,root,94.234.64.142,2026-03-16T19:14:42Z,Msg: Granted sudo privileges
Privilege Escalation,alebrum2f,214.119.198.228,2026-03-15T08:34:30Z,Msg: chmod command failed
Privilege Escalation,cdrever2g,236.68.243.33,2026-03-14T14:45:41Z,Msg: User added to administrators group
Privilege Escalation,root,135.103.53.111,2026-03-10T13:35:18Z,Msg: chmod command failed
Privilege Escalation,cjumel2i,133.49.133.245,2026-03-14T16:40:57Z,Msg: chown command failed
Privilege Escalation,root,135.103.53.111,2026-03-10T13:35:18Z,Msg: chmod command failed
Privilege Escalation,cjumel2i,133.49.133.245,2026-03-14T16:40:57Z,Msg: chown command failed
Privilege Escalation,dlasslett2j,131.195.12.213,2026-03-12T23:31:57Z,Msg: User added to administrators group
Privilege Escalation,lhouldey2k,42.137.188.195,2026-03-11T10:50:17Z,Msg: Logged in as root
Privilege Escalation,rshilvock2l,200.236.162.162,2026-03-13T15:44:00Z,Msg: Granted sudo privileges
Privilege Escalation,fbasten2m,197.205.155.41,2026-03-13T10:13:46Z,Msg: chown command failed
Privilege Escalation,lwickman2n,118.49.218.81,2026-03-16T09:58:07Z,Msg: chown command failed
Privilege Escalation,jkairns2o,255.140.35.50,2026-03-12T06:43:35Z,Msg: Granted sudo privileges
Privilege Escalation,root,125.232.21.10,2026-03-14T00:02:24Z,Msg: User added to administrators group
Privilege Escalation,mkibbee2q,234.32.53.24,2026-03-17T09:16:30Z,Msg: User added to administrators group
Privilege Escalation,root,232.158.179.28,2026-03-17T12:35:44Z,Msg: chmod command failed
Privilege Escalation,gpeete2s,142.219.254.61,2026-03-13T04:36:55Z,Msg: chown command failed
Privilege Escalation,rdenyukin2t,80.123.211.206,2026-03-14T06:43:56Z,Msg: User added to administrators group
Privilege Escalation,hhevner2u,116.179.99.94,2026-03-10T20:00:26Z,Msg: chmod command failed
Privilege Escalation,vhillen2v,45.2.44.27,2026-03-15T02:52:49Z,Msg: Logged in as root
Privilege Escalation,aorto2w,67.207.108.195,2026-03-11T14:05:45Z,Msg: chmod command failed
Privilege Escalation,ifairbank2x,83.217.213.248,2026-03-10T23:31:23Z,Msg: User added to administrators group
Privilege Escalation,root,131.143.28.72,2026-03-12T04:11:06Z,Msg: chown command failed
Privilege Escalation,mknappen2z,173.25.107.246,2026-03-14T01:33:17Z,Msg: User added to administrators group
Privilege Escalation,pbemwell30,38.139.13.225,2026-03-10T04:42:37Z,Msg: Logged in as root
Privilege Escalation,root,32.27.135.194,2026-03-15T03:21:48Z,Msg: chmod command failed
Privilege Escalation,root,192.63.184.248,2026-03-13T12:14:12Z,Msg: Logged in as root
Privilege Escalation,dcandey33,49.84.55.19,2026-03-17T14:43:44Z,Msg: chmod command failed
Privilege Escalation,root,57.93.189.70,2026-03-17T05:17:58Z,Msg: User added to administrators group
Privilege Escalation,evazquez35,10.0.2.87,2026-03-10T02:44:27Z,Msg: User added to administrators group
